BARCODE	CELLS_PER_WELL	PROJECT_CODE	FLASK_BARCODE	CELL_LINE	MEDIA	DATE_CREATED	Compound Plate Map Name	PosCon Plate Map Name	Amplification name	Amplified (Y/N)	Detection name	Detected (Y/N)	12 pool amplification name	12 pool detection name
SCW0112042	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112579	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0111721	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0111722	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112010	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0111511	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0111512	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112459	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0111531	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0111532	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112479	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0111541	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0111542	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112460	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0112359	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0112411	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112412	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0112379	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0112431	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112432	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0109481	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X1	PREP007_P7_X1	
SCW0109482	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X2	PREP007_P7_X2	
SCW0112360	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P7_X3	PREP007_P7_X3	
SCW0111364	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X1	PREP007_P8_X1	
SCW0112715	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X2	PREP007_P8_X2	
SCW0112716	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X3	PREP007_P8_X3	
SCW0111371	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X1	PREP007_P8_X1	
SCW0112731	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X2	PREP007_P8_X2	
SCW0112732	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X3	PREP007_P8_X3	
SCW0109465	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X1	PREP007_P8_X1	
SCW0109466	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X2	PREP007_P8_X2	
SCW0111392	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X3	PREP007_P8_X3	
SCW0111919	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X1	PREP007_P8_X1	
SCW0112311	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X2	PREP007_P8_X2	
SCW0112312	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X3	PREP007_P8_X3	
SCW0111939	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X1	PREP007_P8_X1	
SCW0112331	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X2	PREP007_P8_X2	
SCW0112332	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X3	PREP007_P8_X3	
SCW0111901	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X1	PREP007_P8_X1	
SCW0111902	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X2	PREP007_P8_X2	
SCW0111920	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X3	PREP007_P8_X3	
SCW0111609	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X1	PREP007_P8_X1	
SCW0112611	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X2	PREP007_P8_X2	
SCW0112612	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X3	PREP007_P8_X3	
SCW0111629	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X1	PREP007_P8_X1	
SCW0112631	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X2	PREP007_P8_X2	
SCW0112632	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X3	PREP007_P8_X3	
SCW0111301	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X1	PREP007_P8_X1	
SCW0111302	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X2	PREP007_P8_X2	
SCW0111610	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-007-01	C-7159-01-IPB-003					PREP007_P8_X3	PREP007_P8_X3	
SCW0116871	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-007-01	C-7159-01-IPB-004					PREP007_P8_X1	PREP007_P8_X1	
SCW0116872	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-007-01	C-7159-01-IPB-004					PREP007_P8_X2	PREP007_P8_X2	
SCW0117549	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-007-01	C-7159-01-IPB-004					PREP007_P8_X3	PREP007_P8_X3	
SCW0113291	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-007-01	C-7159-01-IPB-004					PREP007_P8_X1	PREP007_P8_X1	
SCW0113292	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-007-01	C-7159-01-IPB-004					PREP007_P8_X2	PREP007_P8_X2	
SCW0117550	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-007-01	C-7159-01-IPB-004					PREP007_P8_X3	PREP007_P8_X3	
SCW0111736	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0111737	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0111738	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112816	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112817	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112818	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112836	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112837	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112838	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112006	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112007	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112008	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112576	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112577	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112578	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112556	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112557	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112580	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112456	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112457	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112458	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112476	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112477	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112478	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0110583	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0111500	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112480	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112356	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112357	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112358	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112376	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112377	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112378	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0112380	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X1	PREP008_P7_X1	
SCW0112396	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X2	PREP008_P7_X2	
SCW0112397	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P7_X3	PREP008_P7_X3	
SCW0111361	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X1	PREP008_P8_X1	
SCW0111362	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X2	PREP008_P8_X2	
SCW0111363	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X3	PREP008_P8_X3	
SCW0112733	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X1	PREP008_P8_X1	
SCW0112734	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X2	PREP008_P8_X2	
SCW0112737	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X3	PREP008_P8_X3	
SCW0109476	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X1	PREP008_P8_X1	
SCW0109477	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X2	PREP008_P8_X2	
SCW0111391	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X3	PREP008_P8_X3	
SCW0111916	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X1	PREP008_P8_X1	
SCW0111917	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X2	PREP008_P8_X2	
SCW0111918	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X3	PREP008_P8_X3	
SCW0111936	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X1	PREP008_P8_X1	
SCW0111937	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X2	PREP008_P8_X2	
SCW0111938	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X3	PREP008_P8_X3	
SCW0109459	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X1	PREP008_P8_X1	
SCW0109460	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X2	PREP008_P8_X2	
SCW0111940	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X3	PREP008_P8_X3	
SCW0111606	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X1	PREP008_P8_X1	
SCW0111607	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X2	PREP008_P8_X2	
SCW0111608	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X3	PREP008_P8_X3	
SCW0111626	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X1	PREP008_P8_X1	
SCW0111627	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X2	PREP008_P8_X2	
SCW0111628	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X3	PREP008_P8_X3	
SCW0111630	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X1	PREP008_P8_X1	
SCW0111649	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X2	PREP008_P8_X2	
SCW0111650	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-008-01	C-7159-01-IPB-003					PREP008_P8_X3	PREP008_P8_X3	
SCW0117546	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-008-01	C-7159-01-IPB-004					PREP008_P8_X1	PREP008_P8_X1	
SCW0117547	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-008-01	C-7159-01-IPB-004					PREP008_P8_X2	PREP008_P8_X2	
SCW0117548	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-008-01	C-7159-01-IPB-004					PREP008_P8_X3	PREP008_P8_X3	
SCW0113266	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-008-01	C-7159-01-IPB-004					PREP008_P8_X1	PREP008_P8_X1	
SCW0113267	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-008-01	C-7159-01-IPB-004					PREP008_P8_X2	PREP008_P8_X2	
SCW0113268	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-008-01	C-7159-01-IPB-004					PREP008_P8_X3	PREP008_P8_X3	
SCW0111733	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0111734	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0111735	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112813	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112814	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112815	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112833	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112834	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112835	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112003	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112004	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112005	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112573	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112574	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112575	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112553	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112554	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112555	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112453	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112454	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112455	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0112473	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0112474	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
SCW0112475	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X3	PREP009_P7_X3	
SCW0111498	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X1	PREP009_P7_X1	
SCW0111499	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-009-01	C-7159-01-IPB-003					PREP009_P7_X2	PREP009_P7_X2	
