BARCODE	CELLS_PER_WELL	PROJECT_CODE	FLASK_BARCODE	CELL_LINE	MEDIA	DATE_CREATED	Compound Plate Map Name	PosCon Plate Map Name	Amplification name	Amplified (Y/N)	Detection name	Detected (Y/N)	12 pool amplification name	12 pool detection name
SCW0112808	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_901_X1		PDOG003_P1_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0111479	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_902_X1		PDOG003_P1_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0111746	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_903_X1		PDOG003_P1_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0112017	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_904_X1		PDOG003_P1_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0112032	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_905_X1		PDOG003_P2_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0111712	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_906_X1		PDOG003_P2_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0111502	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_907_X1		PDOG003_P2_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0111522	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_908_X1		PDOG003_P2_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0112492	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_909_X1		PDOG003_P3_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0112402	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_910_X1		PDOG003_P3_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0112422	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_911_X1		PDOG003_P3_X1		PDOG003_P7_X1	PDOG003_P7_X1	
SCW0112442	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-003-01	C-7159-01-IPB-003	PDOG003_912_X1		PDOG003_P3_X1		PDOG003_P7_X1	PDOG003_P7_X1
SCW0112809	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0112810	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0111480	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0111486	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0111494	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP005_P7_X3	
SCW0111747	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0112018	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0112019	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0112033	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0112034	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0111713	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0111714	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0111503	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0111504	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0111523	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0111524	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0112493	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0112494	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0112403	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0112404	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0112423	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0112424	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0112443	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X2	PREP003_P7_X2	
SCW0112444	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P7_X3	PREP003_P7_X3	
SCW0112706	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X1	PREP003_P8_X1	
SCW0112707	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X2	PREP003_P8_X2	
SCW0112708	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X3	PREP003_P8_X3	
SCW0111386	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X1	PREP003_P8_X1	
SCW0111387	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X2	PREP003_P8_X2	
SCW0111388	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X3	PREP003_P8_X3	
SCW0112746	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X1	PREP003_P8_X1	
SCW0112747	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X2	PREP003_P8_X2	
SCW0112748	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X3	PREP003_P8_X3	
SCW0112302	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X1	PREP003_P8_X1	
SCW0112303	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X2	PREP003_P8_X2	
SCW0112304	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X3	PREP003_P8_X3	
SCW0112322	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X1	PREP003_P8_X1	
SCW0112323	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X2	PREP003_P8_X2	
SCW0112324	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X3	PREP003_P8_X3	
SCW0112342	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X1	PREP003_P8_X1	
SCW0112343	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X2	PREP003_P8_X2	
SCW0112344	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X3	PREP003_P8_X3	
SCW0112602	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X1	PREP003_P8_X1	
SCW0112603	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X2	PREP003_P8_X2	
SCW0112604	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X3	PREP003_P8_X3	
SCW0112622	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X1	PREP003_P8_X1	
SCW0112623	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X2	PREP003_P8_X2	
SCW0112624	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X3	PREP003_P8_X3	
SCW0112642	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X1	PREP003_P8_X1	
SCW0112643	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X2	PREP003_P8_X2	
SCW0112644	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-003-01	C-7159-01-IPB-003					PREP003_P8_X3	PREP003_P8_X3	
SCW0116862	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-003-01	C-7159-01-IPB-004					PREP003_P8_X1	PREP003_P8_X1	
SCW0116863	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-003-01	C-7159-01-IPB-004					PREP003_P8_X2	PREP003_P8_X2	
SCW0116864	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-003-01	C-7159-01-IPB-004					PREP003_P8_X3	PREP003_P8_X3	
SCW0113282	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-003-01	C-7159-01-IPB-004					PREP003_P8_X1	PREP003_P8_X1	
SCW0113283	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-003-01	C-7159-01-IPB-004					PREP003_P8_X2	PREP003_P8_X2	
SCW0113284	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-003-01	C-7159-01-IPB-004					PREP003_P8_X3	PREP003_P8_X3	
SCW0111739	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_901_X1		PREP004_P1_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0111740	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_901_X2		PREP004_P1_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0112801	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_901_X3		PREP004_P1_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0111476	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_902_X1		PREP004_P1_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0111477	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_902_X2		PREP004_P1_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0111478	1250	7159	ztf00032468	P902	RPMI001	2016-01-21 11:15:19 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_902_X3		PREP004_P1_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0111460	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_903_X1		PREP004_P1_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0111497	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_903_X2		PREP004_P1_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0112820	1250	7159	ztf00032467	P903	RPMI001	2016-01-21 12:05:11 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_903_X3		PREP004_P1_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0112016	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_904_X1		PREP004_P1_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0112029	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_904_X2		PREP004_P1_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0112030	1250	7159	ztf00032466	P904	RPMI001	2016-01-27 09:31:50 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_904_X3		PREP004_P1_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0112031	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_905_X1		PREP004_P2_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0112049	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_905_X2		PREP004_P2_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0112050	1250	7159	ztf00032465	P905	RPMI001	2016-01-27 10:25:14 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_905_X3		PREP004_P2_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0111711	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_906_X1		PREP004_P2_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0111729	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_906_X2		PREP004_P2_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0111730	1250	7159	ztf00032464	P906	RPMI001	2016-01-27 11:18:46 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_906_X3		PREP004_P2_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0111501	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_907_X1		PREP004_P2_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0111519	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_907_X2		PREP004_P2_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0111520	1250	7159	ztf00032463	P907	RPMI001	2016-01-28 09:10:06 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_907_X3		PREP004_P2_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0111521	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_908_X1		PREP004_P2_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0111539	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_908_X2		PREP004_P2_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0111540	1250	7159	ztf00032462	P908	RPMI001	2016-01-28 10:02:25 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_908_X3		PREP004_P2_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0111549	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_909_X1		PREP004_P3_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0111550	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_909_X2		PREP004_P3_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0112491	1250	7159	ztf00032461	P909	RPMI001	2016-01-28 10:50:11 EST	B-REPO-004-01	C-7159-01-IPB-003	PREP004_909_X3		PREP004_P3_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0112401	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-004-01	C-7159-01-IPB-003	PREP004_910_X1		PREP004_P3_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0112419	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-004-01	C-7159-01-IPB-003	PREP004_910_X2		PREP004_P3_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0112420	1250	7159	ztf00032460	P910	RPMI001	Wed Feb  3 09:24:08 2016	B-REPO-004-01	C-7159-01-IPB-003	PREP004_910_X3		PREP004_P3_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0112421	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-004-01	C-7159-01-IPB-003	PREP004_911_X1		PREP004_P3_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0112439	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-004-01	C-7159-01-IPB-003	PREP004_911_X2		PREP004_P3_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0112440	1250	7159	ztf00032459	P911	RPMI001	Wed Feb  3 10:09:37 2016	B-REPO-004-01	C-7159-01-IPB-003	PREP004_911_X3		PREP004_P3_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0109489	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-004-01	C-7159-01-IPB-003	PREP004_912_X1		PREP004_P3_X1		PREP004_P7_X1	PREP004_P7_X1	
SCW0109490	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-004-01	C-7159-01-IPB-003	PREP004_912_X2		PREP004_P3_X2		PREP004_P7_X2	PREP004_P7_X2	
SCW0112441	1250	7159	ztf00032458	P912	RPMI001	Wed Feb  3 11:04:53 2016	B-REPO-004-01	C-7159-01-IPB-003	PREP004_912_X3		PREP004_P3_X3		PREP004_P7_X3	PREP004_P7_X3	
SCW0112703	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X1	PREP004_P8_X1	
SCW0112704	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X2	PREP004_P8_X2	
SCW0112705	1250	7159	ztf00032457	P913	RPMI001	Thu Feb  4 09:19:45 2016	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X3	PREP004_P8_X3	
SCW0111378	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X1	PREP004_P8_X1	
SCW0111379	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X2	PREP004_P8_X2	
SCW0111385	1250	7159	ztf00032456	P914	RPMI001	Thu Feb  4 10:13:48 2016	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X3	PREP004_P8_X3	
SCW0112743	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X1	PREP004_P8_X1	
SCW0112744	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X2	PREP004_P8_X2	
SCW0112745	1250	7159	ztf00032455	P915	RPMI001	Thu Feb  4 11:03:11 2016	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X3	PREP004_P8_X3	
SCW0112301	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X1	PREP004_P8_X1	
SCW0112319	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X2	PREP004_P8_X2	
SCW0112320	1250	7159	ZTF00032454	P916	RPMI001	2016-02-10 09:25:55 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X3	PREP004_P8_X3	
SCW0112321	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X1	PREP004_P8_X1	
SCW0112339	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X2	PREP004_P8_X2	
SCW0112340	1250	7159	ZTF00032452	P917	RPMI001	2016-02-10 11:10:28 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X3	PREP004_P8_X3	
SCW0111909	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X1	PREP004_P8_X1	
SCW0111910	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X2	PREP004_P8_X2	
SCW0112341	1250	7159	ZTF00032451	P918	RPMI001	2016-02-10 11:05:15 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X3	PREP004_P8_X3	
SCW0112601	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X1	PREP004_P8_X1	
SCW0112619	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X2	PREP004_P8_X2	
SCW0112620	1250	7159	ZTF00032450	P919	RPMI001	2016-02-11 09:19:44 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X3	PREP004_P8_X3	
SCW0112621	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X1	PREP004_P8_X1	
SCW0112639	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X2	PREP004_P8_X2	
SCW0112640	1250	7159	ZTF00032448	P920	RPMI001	2016-02-11 10:16:48 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X3	PREP004_P8_X3	
SCW0111309	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X1	PREP004_P8_X1	
SCW0111310	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X2	PREP004_P8_X2	
SCW0112641	1250	7159	ZTF00032453	P921	RPMI001	2016-02-11 11:04:02 EST	B-REPO-004-01	C-7159-01-IPB-003					PREP004_P8_X3	PREP004_P8_X3	
SCW0116861	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-004-01	C-7159-01-IPB-004					PREP004_P8_X1	PREP004_P8_X1	
SCW0116879	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-004-01	C-7159-01-IPB-004					PREP004_P8_X2	PREP004_P8_X2	
SCW0116880	1250	7159	ZTF00032422	P922	RPMI001	2016-03-10 10:51:45 EST	B-REPO-004-01	C-7159-01-IPB-004					PREP004_P8_X3	PREP004_P8_X3	
SCW0113281	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-004-01	C-7159-01-IPB-004					PREP004_P8_X1	PREP004_P8_X1	
SCW0113299	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-004-01	C-7159-01-IPB-004					PREP004_P8_X2	PREP004_P8_X2	
SCW0113300	1250	7159	ZTF00032420	P923	RPMI001	2016-03-10 12:12:59 EST	B-REPO-004-01	C-7159-01-IPB-004					PREP004_P8_X3	PREP004_P8_X3	
SCW0111459	1250	7159	ztf00032469	P901	RPMI001	2016-01-21 09:59:14 EST	B-REPO-005-01	C-7159-01-IPB-003					PREP005_P7_X1	PREP005_P7_X1	
